author	place	region		
Владимирскаяобласть	15	Владимирская область	Владимирская область		
Вязники	1	Вязники	Владимирская область		
Гусь-Хрустальный	1	Гусь-Хрустальный	Владимирская область		
киржач	2	Киржач	Владимирская область		
Ковров	6	Ковров	Владимирская область		
Лакинск	1	Лакинск	Владимирская область		
Меленки	1	Меленки	Владимирская область		
Москва-Владимир	1	Москва, Владимир	Владимирская область		
Москва-Покров	1	Москва, Покров	Владимирская область		
Муром	3	Муром	Владимирская область		
Покров	1	Покров	Владимирская область		
Суздаль	1	Суздаль	Владимирская область		
Frolovo	1	?Фролово	Волгоградская область		
volgograd	1	Волгоград	Волгоградская область		
Volgograd	13	Волгоград	Волгоградская область		
Влг	1	Волгоград	Волгоградская область		
волгоград	1	Волгоград	Волгоградская область		
Волгоград	183	Волгоград	Волгоградская область		
город-геройВолгоград	2	Волгоград	Волгоградская область		
священныйволгоград	1	Волгоград	Волгоградская область		
Сталинград	2	Волгоград	Волгоградская область		
Волгоград-Москва	1	Волгоград, Москва	Волгоградская область		
Волгоградскаяобласть	9	Волгоградская область	Волгоградская область		
Vlz	1	Волжский	Волгоградская область		
Волжский	10	Волжский	Волгоградская область		
Волжский-СредняяАхтуба	1	Волжский	Волгоградская область		
Камышин	3	Камышин	Волгоградская область		
Москва-Волгоград	1	Москва, Волгоград	Волгоградская область		
Москва/Камышин	1	Москва, Камышин	Волгоградская область		
НовыйРогачик	1	Новый Рогачик	Волгоградская область		
Новый-Рогачик	1	Новый Рогачик	Волгоградская область		
х.Рюмино	1	Рюмино	Волгоградская область		
Урюпинск	5	Урюпинск	Волгоградская область		
Эльтон(Волгоградскаяобласть)	1	Эльтон	Волгоградская область		
Волгоград-Белгород	1	Волгоград, Белгород	Волгоградская область, Белгородская область		
Волгоград/Петербург	1	Волгоград, Петербург	Волгоградская область, Петербург		
ВеликийУстюг	2	Великий Устюг	Вологодская область		
Vologda	2	Вологда	Вологодская область		
Вологда	59	Вологда	Вологодская область		
Вологод	1	Вологда	Вологодская область		
Вологодскаяобласть	8	Вологодская область	Вологодская область		
Кириллов	1	Кириллов	Вологодская область		
Москва/Вологда	1	Москва, Вологда	Вологодская область		
Саминскийпогост(Вологодскаяобласть)	1	Саминский Погост	Вологодская область		
Тотьма	1	Тотьма	Вологодская область		
Cherepovets	5	Череповец	Вологодская область		
Череповец	24	Череповец	Вологодская область		
Volyn	1	Волынь	Волынская область		
Lutsk	15	Луцк	Волынская область		
Wroclaw-Lutsk	1	Луцк	Волынская область		
Луцк	8	Луцк	Волынская область		
Луцьк	14	Луцк	Волынская область		
Нововолынск	1	Нововолынск	Волынская область		
Новоград-Волынский	1	Новоград-Волынский	Волынская область		
Бабяково	1	Бабяково	Воронежская область		
Voronez	1	Воронеж	Воронежская область		
voronez	1	Воронеж	Воронежская область		
Voronezh	20	Воронеж	Воронежская область		
Voronozh	1	Воронеж	Воронежская область		
VRN	2	Воронеж	Воронежская область		
воронеж	3	Воронеж	Воронежская область		
Воронеж	216	Воронеж	Воронежская область		
Воронежvs.Москва	1	Воронеж	Воронежская область		
Воронеж-Плаза	1	Воронеж	Воронежская область		
Врн	1	Воронеж	Воронежская область		
когда-тоВоронеж	1	Воронеж	Воронежская область		
Voronezh/Moscow	1	Воронеж, Москва	Воронежская область		
Воронеж-Москва	1	Воронеж, Москва	Воронежская область		
Дефолт-сити/Воронеж	1	Воронеж, Москва	Воронежская область		
Воронеж(off-line)->Москва(on-line)	1	Воронежская область	Воронежская область		
Воронежскаяобласть	19	Воронежская область	Воронежская область		
Москва/Воронеж	1	Москва, Воронеж	Воронежская область		
Нововоронеж-Москва-Санкт-Петербург	1	Нововоронеж, Москва, Петербург	Воронежская область		
Новохоперск	1	Новохоперск	Воронежская область		
Острогожск	1	Острогожск	Воронежская область		
россошь	1	Россошь	Воронежская область		
Семилуки	2	Семилуки	Воронежская область		
Семилуки(непутатьсВосьмилуками)	1	Семилуки	Воронежская область		
Хохольский	1	Хохольский	Воронежская область		
Воронеж/Ногинск	1	Воронеж, Ногинск	Воронежская область, Московская область		
Воронеж-Дивноморск-Санкт-Петербурги	1	Воронеж, Петербург	Воронежская область, Петербург		
Семск	1	Семипалатинск	Восточно-Казахстанская область		
Öskemen	1	Усть-Каменогорск	Восточно-Казахстанская область		
Усть-Каменогорск	1	Усть-Каменогорск	Восточно-Казахстанская область		
